path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_HurriedPace.csv	syn61370552	HC102_HurriedPace.csv	syn61498313	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_HurriedPace_mat.csv	syn61370552	HC102_HurriedPace_mat.csv	syn61498316	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_SelfPace.csv	syn61370552	HC102_SelfPace.csv	syn61498319	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_SelfPace_mat.csv	syn61370552	HC102_SelfPace_mat.csv	syn61498322	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_SelfPace_matTURN.csv	syn61370552	HC102_SelfPace_matTURN.csv	syn61498325	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_TUG.csv	syn61370552	HC102_TUG.csv	syn61498332	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC102_TandemGait.csv	syn61370552	HC102_TandemGait.csv	syn61498328	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_Balance.csv	syn61370552	HC103_Balance.csv	syn61498337	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_HurriedPace.csv	syn61370552	HC103_HurriedPace.csv	syn61498341	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_HurriedPace_mat.csv	syn61370552	HC103_HurriedPace_mat.csv	syn61498343	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_SelfPace.csv	syn61370552	HC103_SelfPace.csv	syn61498347	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_SelfPace_mat.csv	syn61370552	HC103_SelfPace_mat.csv	syn61498350	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_SelfPace_matTURN.csv	syn61370552	HC103_SelfPace_matTURN.csv	syn61498352	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_TUG.csv	syn61370552	HC103_TUG.csv	syn61498358	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC103_TandemGait.csv	syn61370552	HC103_TandemGait.csv	syn61498355	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_Balance.csv	syn61370552	HC104_Balance.csv	syn61498363	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_HurriedPace.csv	syn61370552	HC104_HurriedPace.csv	syn61498373	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_HurriedPace_mat.csv	syn61370552	HC104_HurriedPace_mat.csv	syn61498375	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_SelfPace.csv	syn61370552	HC104_SelfPace.csv	syn61498378	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_SelfPace_mat.csv	syn61370552	HC104_SelfPace_mat.csv	syn61498381	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_SelfPace_matTURN.csv	syn61370552	HC104_SelfPace_matTURN.csv	syn61498386	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_TUG.csv	syn61370552	HC104_TUG.csv	syn61498392	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC104_TandemGait.csv	syn61370552	HC104_TandemGait.csv	syn61498389	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_Balance.csv	syn61370552	HC105_Balance.csv	syn61498399	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_HurriedPace.csv	syn61370552	HC105_HurriedPace.csv	syn61498402	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_HurriedPace_mat.csv	syn61370552	HC105_HurriedPace_mat.csv	syn61498406	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_SelfPace.csv	syn61370552	HC105_SelfPace.csv	syn61498409	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_SelfPace_mat.csv	syn61370552	HC105_SelfPace_mat.csv	syn61498412	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_SelfPace_matTURN.csv	syn61370552	HC105_SelfPace_matTURN.csv	syn61498417	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_TUG.csv	syn61370552	HC105_TUG.csv	syn61498419	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC105_TandemGait.csv	syn61370552	HC105_TandemGait.csv	syn61498418	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_Balance.csv	syn61370552	HC106_Balance.csv	syn61498420	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_HurriedPace.csv	syn61370552	HC106_HurriedPace.csv	syn61498421	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_HurriedPace_mat.csv	syn61370552	HC106_HurriedPace_mat.csv	syn61498422	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_SelfPace.csv	syn61370552	HC106_SelfPace.csv	syn61498423	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_SelfPace_mat.csv	syn61370552	HC106_SelfPace_mat.csv	syn61498424	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_SelfPace_matTURN.csv	syn61370552	HC106_SelfPace_matTURN.csv	syn61498425	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_TUG.csv	syn61370552	HC106_TUG.csv	syn61498431	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC106_TandemGait.csv	syn61370552	HC106_TandemGait.csv	syn61498426	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_Balance.csv	syn61370552	HC107_Balance.csv	syn61498432	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_HurriedPace.csv	syn61370552	HC107_HurriedPace.csv	syn61498433	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_HurriedPace_mat.csv	syn61370552	HC107_HurriedPace_mat.csv	syn61498434	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_SelfPace.csv	syn61370552	HC107_SelfPace.csv	syn61498435	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_SelfPace_mat.csv	syn61370552	HC107_SelfPace_mat.csv	syn61498436	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_SelfPace_matTURN.csv	syn61370552	HC107_SelfPace_matTURN.csv	syn61498437	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_TUG.csv	syn61370552	HC107_TUG.csv	syn61498443	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC107_TandemGait.csv	syn61370552	HC107_TandemGait.csv	syn61498442	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_Balance.csv	syn61370552	HC108_Balance.csv	syn61498444	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_HurriedPace.csv	syn61370552	HC108_HurriedPace.csv	syn61498445	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_HurriedPace_mat.csv	syn61370552	HC108_HurriedPace_mat.csv	syn61498446	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_SelfPace.csv	syn61370552	HC108_SelfPace.csv	syn61498447	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_SelfPace_mat.csv	syn61370552	HC108_SelfPace_mat.csv	syn61498448	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_SelfPace_matTURN.csv	syn61370552	HC108_SelfPace_matTURN.csv	syn61498451	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_TUG.csv	syn61370552	HC108_TUG.csv	syn61498453	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC108_TandemGait.csv	syn61370552	HC108_TandemGait.csv	syn61498452	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_Balance.csv	syn61370552	HC109_Balance.csv	syn61498454	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_HurriedPace.csv	syn61370552	HC109_HurriedPace.csv	syn61498455	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_HurriedPace_mat.csv	syn61370552	HC109_HurriedPace_mat.csv	syn61498456	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_SelfPace.csv	syn61370552	HC109_SelfPace.csv	syn61498457	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_SelfPace_mat.csv	syn61370552	HC109_SelfPace_mat.csv	syn61498458	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_SelfPace_matTURN.csv	syn61370552	HC109_SelfPace_matTURN.csv	syn61498459	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_TUG.csv	syn61370552	HC109_TUG.csv	syn61498461	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC109_TandemGait.csv	syn61370552	HC109_TandemGait.csv	syn61498460	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_Balance.csv	syn61370552	HC110_Balance.csv	syn61498462	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_HurriedPace.csv	syn61370552	HC110_HurriedPace.csv	syn61498463	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_HurriedPace_mat.csv	syn61370552	HC110_HurriedPace_mat.csv	syn61498464	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_SelfPace.csv	syn61370552	HC110_SelfPace.csv	syn61498465	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_SelfPace_mat.csv	syn61370552	HC110_SelfPace_mat.csv	syn61498466	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_SelfPace_matTURN.csv	syn61370552	HC110_SelfPace_matTURN.csv	syn61498467	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_TUG.csv	syn61370552	HC110_TUG.csv	syn61498472	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC110_TandemGait.csv	syn61370552	HC110_TandemGait.csv	syn61498469	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_Balance.csv	syn61370552	HC111_Balance.csv	syn61498473	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_HurriedPace.csv	syn61370552	HC111_HurriedPace.csv	syn61498475	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_HurriedPace_mat.csv	syn61370552	HC111_HurriedPace_mat.csv	syn61498476	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_SelfPace.csv	syn61370552	HC111_SelfPace.csv	syn61498477	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_SelfPace_mat.csv	syn61370552	HC111_SelfPace_mat.csv	syn61498479	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_SelfPace_matTURN.csv	syn61370552	HC111_SelfPace_matTURN.csv	syn61498485	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_TUG.csv	syn61370552	HC111_TUG.csv	syn61498489	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC111_TandemGait.csv	syn61370552	HC111_TandemGait.csv	syn61498486	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_Balance.csv	syn61370552	HC112_Balance.csv	syn61498490	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_HurriedPace.csv	syn61370552	HC112_HurriedPace.csv	syn61498491	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_HurriedPace_mat.csv	syn61370552	HC112_HurriedPace_mat.csv	syn61498492	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_SelfPace.csv	syn61370552	HC112_SelfPace.csv	syn61498493	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_SelfPace_mat.csv	syn61370552	HC112_SelfPace_mat.csv	syn61498494	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_SelfPace_matTURN.csv	syn61370552	HC112_SelfPace_matTURN.csv	syn61498498	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_TUG.csv	syn61370552	HC112_TUG.csv	syn61498502	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC112_TandemGait.csv	syn61370552	HC112_TandemGait.csv	syn61498501	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_Balance.csv	syn61370552	HC113_Balance.csv	syn61498503	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_HurriedPace.csv	syn61370552	HC113_HurriedPace.csv	syn61498504	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_HurriedPace_mat.csv	syn61370552	HC113_HurriedPace_mat.csv	syn61498505	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_SelfPace.csv	syn61370552	HC113_SelfPace.csv	syn61498506	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_SelfPace_mat.csv	syn61370552	HC113_SelfPace_mat.csv	syn61498507	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_SelfPace_matTURN.csv	syn61370552	HC113_SelfPace_matTURN.csv	syn61498508	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_TUG.csv	syn61370552	HC113_TUG.csv	syn61498510	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC113_TandemGait.csv	syn61370552	HC113_TandemGait.csv	syn61498509	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_Balance.csv	syn61370552	HC114_Balance.csv	syn61498512	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_HurriedPace.csv	syn61370552	HC114_HurriedPace.csv	syn61498516	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_HurriedPace_mat.csv	syn61370552	HC114_HurriedPace_mat.csv	syn61498518	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_SelfPace.csv	syn61370552	HC114_SelfPace.csv	syn61498522	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_SelfPace_mat.csv	syn61370552	HC114_SelfPace_mat.csv	syn61498525	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_SelfPace_matTURN.csv	syn61370552	HC114_SelfPace_matTURN.csv	syn61498528	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_TUG.csv	syn61370552	HC114_TUG.csv	syn61498535	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC114_TandemGait.csv	syn61370552	HC114_TandemGait.csv	syn61498531	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_Balance.csv	syn61370552	HC115_Balance.csv	syn61498542	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_HurriedPace.csv	syn61370552	HC115_HurriedPace.csv	syn61498545	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_HurriedPace_mat.csv	syn61370552	HC115_HurriedPace_mat.csv	syn61498548	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_SelfPace.csv	syn61370552	HC115_SelfPace.csv	syn61498554	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_SelfPace_mat.csv	syn61370552	HC115_SelfPace_mat.csv	syn61498557	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_SelfPace_matTURN.csv	syn61370552	HC115_SelfPace_matTURN.csv	syn61498561	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_TUG.csv	syn61370552	HC115_TUG.csv	syn61498568	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC115_TandemGait.csv	syn61370552	HC115_TandemGait.csv	syn61498564	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_Balance.csv	syn61370552	HC116_Balance.csv	syn61498572	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_HurriedPace.csv	syn61370552	HC116_HurriedPace.csv	syn61498575	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_HurriedPace_mat.csv	syn61370552	HC116_HurriedPace_mat.csv	syn61498579	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_SelfPace.csv	syn61370552	HC116_SelfPace.csv	syn61498582	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_SelfPace_mat.csv	syn61370552	HC116_SelfPace_mat.csv	syn61498585	True	text/csv				
/ocean/projects/med260006p/aguda1/biomedAI/project/data/gait/weargait/CONTROL PARTICIPANTS/CSV files/HC116_SelfPace_matTURN.csv	syn61370552	HC116_SelfPace_matTURN.csv	syn61498589	True	text/csv				
